State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
OR,97115,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97116,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97117,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97118,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97119,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97121,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97122,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97123,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97124,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97125,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97127,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97128,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97129,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97130,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97131,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97132,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97133,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97134,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97135,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97136,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97137,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97138,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97140,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97141,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97143,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97144,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97145,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97146,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97147,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97148,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97149,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97201,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97202,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97203,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97204,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97205,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97206,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97207,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97208,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97209,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97210,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97211,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97212,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97213,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97214,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97215,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97216,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97217,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97218,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97219,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97220,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97221,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97222,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97223,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97224,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97225,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97227,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97228,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97229,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97230,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97231,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97232,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97233,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97236,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97238,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97239,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97240,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97242,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97250,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97251,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97252,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97253,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97254,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97258,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97266,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97267,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97268,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97269,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97280,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97281,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97282,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97283,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97286,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97290,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97291,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97292,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97293,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97294,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97296,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97298,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97301,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97302,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97303,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97304,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97305,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97306,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97307,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97308,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97309,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97310,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97311,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97312,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97314,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97317,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97321,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97322,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97324,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97325,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97326,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97327,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97329,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97330,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97331,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97333,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97335,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97336,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97338,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97339,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97341,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97342,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97343,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97344,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97345,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97346,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97347,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97348,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97350,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97351,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97352,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97355,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97357,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97358,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97360,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97361,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97362,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97364,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97365,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97366,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97367,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97368,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97369,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97370,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97371,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97373,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97374,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97375,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97376,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97377,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97378,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97380,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97381,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97383,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97384,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97385,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97386,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97388,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97389,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97390,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97391,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97392,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97394,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97396,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97401,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97402,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97403,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97404,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97405,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97406,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97407,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97408,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97409,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97410,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97411,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97412,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97413,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97414,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97415,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97416,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97417,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97419,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97420,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97423,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97424,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97426,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97429,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97430,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97431,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97432,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97434,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97435,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97436,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97437,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97438,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97439,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97440,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97441,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97442,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97443,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97444,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97446,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97447,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97448,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97449,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97450,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97451,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97452,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97453,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97454,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97455,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97456,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97457,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97458,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97459,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97461,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97462,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97463,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97464,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97465,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97466,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97467,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97469,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97470,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97471,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97473,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97475,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97476,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97477,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97478,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97479,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97480,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97481,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97484,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97486,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97487,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97488,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97489,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97490,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97491,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97492,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97493,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97494,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97495,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97496,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97497,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97498,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97499,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97501,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97502,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97503,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97504,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97520,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97522,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97523,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97524,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97525,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97526,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97527,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97528,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97530,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97531,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97532,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97533,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97534,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97535,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97536,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97537,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97538,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97539,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97540,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97541,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97543,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97544,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97601,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97602,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97603,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97604,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97620,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97621,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97622,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97623,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97624,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97625,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97626,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97627,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97630,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97632,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97633,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97634,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97635,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97636,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97637,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97638,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97639,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97640,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97641,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97701,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97702,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97703,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97707,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97708,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97709,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97710,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97711,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97712,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97720,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97721,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97722,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97730,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97731,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97732,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97733,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97734,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97735,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97736,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97737,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97738,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97739,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97741,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97750,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97751,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97752,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97753,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97754,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97756,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97758,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97759,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97760,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97761,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97801,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97810,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97812,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97813,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97814,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97817,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97818,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97819,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97820,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97823,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97824,"OREGON STATE",0.000000,0.000000,0,0,0,0
OR,97825,"OREGON STATE",0.000000,0.000000,0,0,0,0
